StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ic,att_1,att_2,Present_Auto_10,Present_HandsOff_10,Present_Watch_10,Present_Nap_10,Faded_Auto_10,Faded_HandsOff_10,Faded_Watch_10,Faded_Nap_10,AI_Familiarity_1,Visual_Familiarity_1,license,gender,gender_4_TEXT,age,education,education_8_TEXT,income,workerID,hitID,assignmentId,Present_TimeVehicleStopped,Faded_TimeVehicleStopped
6/17/24 12:09,6/17/24 12:12,0,100,190,1,6/17/24 12:12,R_3Msuz0sKqGihgad,anonymous,EN,1,2,1,0,0,0,0,,,,,4,0,1,1,,62,7,,12,,,,19.15,
6/17/24 12:10,6/17/24 12:13,0,100,160,1,6/17/24 12:13,R_56o8fS7bSR1GXhP,anonymous,EN,1,2,2,,,,,0,9,32,0,77,43,1,1,,75,5,,10,,,,,
6/17/24 12:11,6/17/24 12:14,0,100,181,1,6/17/24 12:14,R_1arx3gp1PcbMw4F,anonymous,EN,1,2,2,0,0,0,0,,,,,70,10,1,1,,58,2,,10,,,,2.22,
6/17/24 12:09,6/17/24 12:14,0,100,276,1,6/17/24 12:14,R_1zTQ5RrWzEX96RS,anonymous,EN,1,2,2,16,37,8,7,,,,,29,0,1,1,,73,4,,14,,,,19.32,
6/17/24 12:13,6/17/24 12:15,0,100,144,1,6/17/24 12:15,R_3OE3h1tpmmUTkgJ,anonymous,EN,1,2,1,,,,,60,60,58,30,70,20,1,1,,22,3,,12,,,,17.59,
6/17/24 12:12,6/17/24 12:16,0,100,192,1,6/17/24 12:16,R_1IcRVbLhMQwBle1,anonymous,EN,1,2,2,,,,,61,28,0,1,76,21,1,1,,63,3,,12,,,,17.93,
6/17/24 12:14,6/17/24 12:16,0,100,107,1,6/17/24 12:16,R_1OObT5qNGoXmZQ5,anonymous,EN,1,2,2,,,,,40,60,30,0,90,100,1,1,,21,3,,12,,,,17.17,
6/17/24 12:12,6/17/24 12:16,0,100,241,1,6/17/24 12:16,R_6pbCh7Q4l1VlVss,anonymous,EN,1,2,2,55,0,0,0,,,,,50,0,1,1,,23,3,,10,,,,,
6/17/24 12:06,6/17/24 12:16,0,100,633,1,6/17/24 12:16,R_3fYNU2gOSGwk6Zg,anonymous,EN,1,2,2,,,,,0,0,0,0,69,50,1,1,,57,5,,11,,,,4.11,
6/17/24 12:16,6/17/24 12:17,0,100,92,1,6/17/24 12:17,R_3mhzJZxg73oMIet,anonymous,EN,1,2,1,50,50,0,0,,,,,50,50,1,1,,58,1,,15,,,,18.13,
6/17/24 12:15,6/17/24 12:18,0,100,128,1,6/17/24 12:18,R_3oNotnhk0msRLcT,anonymous,EN,1,2,2,66,25,6,0,,,,,78,72,1,4,nonb-binary,24,3,,13,,,,16.62,
6/17/24 12:14,6/17/24 12:18,0,100,286,1,6/17/24 12:18,R_7xQQax6qR4dLdt2,anonymous,EN,1,2,2,,,,,9,10,0,0,40,0,1,1,,66,1,,13,,,,7.22,
6/17/24 12:17,6/17/24 12:20,0,100,153,1,6/17/24 12:20,R_5dc2YokGAo2Rxhp,anonymous,EN,1,2,2,61,75,35,0,,,,,70,30,1,1,,60,3,,10,,,,18.2,
6/17/24 12:15,6/17/24 12:21,0,100,348,1,6/17/24 12:21,R_1FqwCRqM4WO0ORj,anonymous,EN,1,2,2,86,79,87,84,,,,,82,85,1,1,,63,5,,9,,,,,
6/17/24 12:19,6/17/24 12:21,0,100,157,1,6/17/24 12:21,R_6v1f6xqPDxPdVYO,anonymous,EN,1,2,2,70,0,29,0,,,,,92,100,1,1,,23,4,,10,,,,18.46,
6/17/24 12:15,6/17/24 12:22,0,100,447,1,6/17/24 12:22,R_75Lik9SjvODH6yB,anonymous,EN,1,2,2,,,,,62,75,73,77,65,70,1,1,,67,5,,12,,,,7.01,
6/17/24 12:17,6/17/24 12:23,0,100,351,1,6/17/24 12:23,R_6lJ1TS4G5STMA2l,anonymous,EN,1,2,2,,,,,50,20,20,0,60,50,1,1,,65,4,,10,,,,19.32,
6/17/24 12:21,6/17/24 12:24,0,100,148,1,6/17/24 12:24,R_16TFIJiw32ZRSgN,anonymous,EN,1,2,2,,,,,0,20,0,0,65,20,1,1,,67,3,,14,,,,16.98,
6/17/24 12:20,6/17/24 12:24,0,100,244,1,6/17/24 12:24,R_6eDkkqI0yTOk8o2,anonymous,EN,1,2,2,,,,,0,0,0,0,57,51,1,1,,65,1,,11,,,,18.98,
6/17/24 12:23,6/17/24 12:26,0,100,202,1,6/17/24 12:26,R_7WuLAHzYWW1wBvH,anonymous,EN,1,2,2,,,,,30,30,19,4,67,60,1,1,,19,1,,9,,,,17.11,
6/17/24 12:16,6/17/24 12:28,0,100,702,1,6/17/24 12:28,R_12u0Qn1NgXZttoF,anonymous,EN,1,2,1,,,,,63,54,60,55,67,51,1,1,,21,4,,13,,,,6.13,
6/17/24 12:26,6/17/24 12:29,0,100,218,1,6/17/24 12:29,R_522VJDGXgti78N2,anonymous,EN,1,2,2,60,50,40,0,,,,,60,29,1,2,,57,4,,10,,,,18.55,
6/17/24 12:23,6/17/24 12:30,0,100,433,1,6/17/24 12:30,R_7abidphKTYqnIPq,anonymous,EN,1,2,2,5,10,0,0,,,,,40,0,1,2,,66,4,,11,,,,9.2,
6/17/24 12:31,6/17/24 12:34,0,100,136,1,6/17/24 12:34,R_6PGOkZbBJy4MxLm,anonymous,EN,1,2,2,100,50,40,0,,,,,70,91,1,1,,23,4,,10,,,,17.26,
6/17/24 12:31,6/17/24 12:34,0,100,197,1,6/17/24 12:34,R_1DTEHFfTbf4bq1A,anonymous,EN,1,2,2,,,,,39,18,31,0,77,15,1,1,,63,4,,13,,,,17.46,
6/17/24 12:32,6/17/24 12:35,0,100,187,1,6/17/24 12:35,R_7FWJOFmGMelruqz,anonymous,EN,1,2,2,,,,,0,0,0,0,85,10,1,1,,55,4,,11,,,,1.34,
6/17/24 12:32,6/17/24 12:38,0,100,316,1,6/17/24 12:38,R_1KvC6AFZrYFGGwm,anonymous,EN,1,2,2,83,100,61,50,,,,,78,71,1,1,,67,4,,13,,,,,
6/17/24 12:35,6/17/24 12:39,0,100,211,1,6/17/24 12:39,R_61Bd5bz39tQ5THj,anonymous,EN,1,2,2,60,92,61,0,,,,,72,11,1,1,,65,4,,9,,,,19.32,
6/17/24 12:36,6/17/24 12:39,0,100,178,1,6/17/24 12:39,R_7AuLxTEX0bZHJWV,anonymous,EN,1,2,2,0,1,0,0,,,,,30,30,1,2,,70,5,,12,,,,17.2,
6/17/24 12:35,6/17/24 12:39,0,100,248,1,6/17/24 12:39,R_3TYJec8WnqJOQO3,anonymous,EN,1,2,2,,,,,7,8,6,4,70,19,1,1,,72,4,,10,,,,9.15,
6/17/24 12:37,6/17/24 12:39,0,100,161,1,6/17/24 12:39,R_5DMCuMd7pqau5FH,anonymous,EN,1,2,2,,,,,65,72,74,44,73,67,1,1,,23,1,,14,,,,17.02,
6/17/24 12:38,6/17/24 12:42,0,100,240,1,6/17/24 12:42,R_3f27Z2HwdU7J7G1,anonymous,EN,1,2,2,,,,,0,0,5,0,89,1,1,1,,43,4,,10,,,,8.81,
6/17/24 12:37,6/17/24 12:42,0,100,320,1,6/17/24 12:42,R_1ZeJvTpVjp7cGnD,anonymous,EN,1,2,2,64,75,65,46,,,,,75,41,1,1,,58,4,,11,,,,19.34,
6/17/24 12:42,6/17/24 12:45,0,100,179,1,6/17/24 12:45,R_6q3Q9ezvbvS232R,anonymous,EN,1,2,1,,,,,20,50,91,0,82,71,1,1,,59,5,,12,,,,10.28,
6/17/24 12:44,6/17/24 12:46,0,100,76,1,6/17/24 12:46,R_1gQxWN9h3LSOK2J,anonymous,EN,1,2,2,,,,,82,78,82,82,60,59,1,1,,70,5,,11,,,,17.58,
6/17/24 12:42,6/17/24 12:46,0,100,255,1,6/17/24 12:46,R_1cuTk2NQeFf8upy,anonymous,EN,1,2,2,,,,,20,20,10,0,40,12,1,1,,58,4,,10,,,,17.36,
6/17/24 12:45,6/17/24 12:47,0,100,131,1,6/17/24 12:47,R_1MLDV22wNmF54wg,anonymous,EN,1,2,1,91,91,12,0,,,,,85,87,1,1,,22,3,,11,,,,19.32,
6/17/24 12:42,6/17/24 12:49,0,100,380,1,6/17/24 12:49,R_61FwDZO1GaJb29z,anonymous,EN,1,2,2,61,0,9,0,,,,,50,20,1,2,,59,3,,12,,,,18.62,
6/17/24 12:46,6/17/24 12:49,0,100,173,1,6/17/24 12:49,R_3LhcQWlLtboWvUE,anonymous,EN,1,2,2,,,,,30,32,2,0,71,18,1,1,,64,3,,10,,,,8.99,
6/17/24 12:47,6/17/24 12:50,0,100,158,1,6/17/24 12:50,R_1HVSLrZCQxODk1X,anonymous,EN,1,2,2,60,60,0,0,,,,,15,5,1,1,,69,4,,11,,,,17.94,
6/17/24 12:44,6/17/24 12:50,0,100,406,1,6/17/24 12:50,R_3KUF5tF2FY3jPz1,anonymous,EN,1,2,2,80,81,81,82,,,,,71,71,1,1,,67,5,,10,,,,19.32,
6/17/24 12:48,6/17/24 12:51,0,100,168,1,6/17/24 12:51,R_10UnHKSCbwQCSPF,anonymous,EN,1,2,2,,,,,20,60,60,0,65,50,1,1,,55,4,,10,,,,17.44,
6/17/24 12:49,6/17/24 12:53,0,100,228,1,6/17/24 12:53,R_3jnmlRzjiZjrBu1,anonymous,EN,1,2,2,,,,,56,54,77,25,93,88,2,1,,23,3,,13,,,,17.35,
6/17/24 12:52,6/17/24 12:55,0,100,170,1,6/17/24 12:55,R_70SF8psH3djTARN,anonymous,EN,1,2,2,40,30,0,0,,,,,70,60,1,2,,57,3,,12,,,,8.83,
6/17/24 12:53,6/17/24 12:57,0,100,227,1,6/17/24 12:57,R_39tVYCkVEOjVWwS,anonymous,EN,1,2,2,,,,,50,50,25,0,81,30,1,1,,78,4,,10,,,,9.21,
6/17/24 12:55,6/17/24 12:57,0,100,155,1,6/17/24 12:57,R_12Lsojcm5CSYI4N,anonymous,EN,1,2,2,81,82,61,8,,,,,81,76,1,1,,48,3,,13,,,,18.14,
6/17/24 12:56,6/17/24 12:58,0,100,128,1,6/17/24 12:58,R_6bPgEsrjMyQYL0R,anonymous,EN,1,2,1,37,71,30,23,,,,,58,23,1,1,,35,4,,13,,,,9.44,
6/17/24 12:56,6/17/24 12:58,0,100,142,1,6/17/24 12:58,R_133Dni42L4Ttw1b,anonymous,EN,1,2,2,,,,,41,41,0,0,82,51,1,1,,66,6,,9,,,,18.23,
6/17/24 12:54,6/17/24 12:58,0,100,227,1,6/17/24 12:58,R_3OiYq2EsWw8vYgp,anonymous,EN,1,2,1,61,73,10,4,,,,,65,0,1,1,,65,4,,12,,,,18.51,
6/17/24 12:57,6/17/24 13:00,0,100,167,1,6/17/24 13:00,R_1nemPHSpofPpuHE,anonymous,EN,1,2,2,44,61,0,0,,,,,79,41,1,1,,60,5,,12,,,,8.74,
6/17/24 12:58,6/17/24 13:00,0,100,122,1,6/17/24 13:00,R_3IWrKXsKXNRdq7d,anonymous,EN,1,2,2,,,,,0,0,0,0,50,50,1,1,,24,1,,13,,,,13.1,
6/17/24 12:58,6/17/24 13:01,0,100,199,1,6/17/24 13:01,R_1Av44iMDHnLH0DD,anonymous,EN,1,2,2,0,0,0,0,,,,,75,0,2,2,,60,3,,14,,,,17.63,
6/17/24 12:57,6/17/24 13:02,0,100,259,1,6/17/24 13:02,R_1zuPWKm2vUcbd4G,anonymous,EN,1,2,2,,,,,30,36,14,9,82,80,1,1,,56,5,,11,,,,7.62,
6/17/24 12:57,6/17/24 13:02,0,100,302,1,6/17/24 13:02,R_31jBbFqCM8NIoqG,anonymous,EN,1,2,1,,,,,19,47,15,8,65,59,2,2,,66,3,,11,,,,8.93,
6/17/24 12:58,6/17/24 13:02,0,100,248,1,6/17/24 13:02,R_1JWQjx1HaB5MN8u,anonymous,EN,1,2,2,60,60,52,20,,,,,4,5,1,1,,64,3,,13,,,,12.72,
6/17/24 12:57,6/17/24 13:02,0,100,316,1,6/17/24 13:02,R_1do0QNv0CpcJlx0,anonymous,EN,1,2,2,60,30,5,0,,,,,60,10,1,1,,55,4,,11,,,,17.32,
6/17/24 13:00,6/17/24 13:05,0,100,278,1,6/17/24 13:05,R_1ajlKKGdLsqX8wF,anonymous,EN,1,1,2,,,,,20,10,0,0,85,60,1,1,,64,4,,10,,,,10.1,
6/17/24 13:02,6/17/24 13:05,0,100,225,1,6/17/24 13:05,R_5ARxkqVsOw78iWv,anonymous,EN,1,2,2,20,70,10,0,,,,,15,5,1,1,,70,1,,13,,,,19.21,
6/17/24 13:04,6/17/24 13:06,0,100,121,1,6/17/24 13:06,R_63WWnWfwDotnEPU,anonymous,EN,1,2,2,,,,,15,21,2,10,58,43,1,1,,23,3,,12,,,,1.59,
6/17/24 12:51,6/17/24 13:06,0,100,894,1,6/17/24 13:06,R_7qaoZNzvEGBv2AC,anonymous,EN,1,2,2,,,,,0,0,0,0,65,15,1,1,,37,1,,15,,,,17.52,
6/17/24 13:05,6/17/24 13:08,0,100,173,1,6/17/24 13:08,R_1zNed7QlaIOVmTf,anonymous,EN,1,2,2,,,,,78,84,0,0,75,30,1,1,,55,1,,12,,,,7.93,
6/17/24 13:00,6/17/24 13:09,0,100,563,1,6/17/24 13:09,R_7z27BCKazYztdbH,anonymous,EN,1,2,2,20,30,30,10,,,,,50,30,1,1,,73,5,,9,,,,18.14,
6/17/24 13:07,6/17/24 13:09,0,100,159,1,6/17/24 13:09,R_55SMBVq0F6WRUvw,anonymous,EN,1,2,2,,,,,3,1,0,0,82,0,1,1,,68,5,,9,,,,10.7,
6/17/24 13:08,6/17/24 13:10,0,100,130,1,6/17/24 13:10,R_5rqHjooq6WZIwK9,anonymous,EN,1,2,2,,,,,0,40,29,0,50,7,1,1,,69,4,,9,,,,4.37,
6/17/24 13:06,6/17/24 13:11,0,100,284,1,6/17/24 13:11,R_5hfFaqSZwYrFk87,anonymous,EN,1,2,1,40,40,30,0,,,,,60,30,1,2,,53,4,,11,,,,10.48,
6/17/24 13:08,6/17/24 13:11,0,100,199,1,6/17/24 13:11,R_6o5AHZewepF47NU,anonymous,EN,1,2,1,0,35,0,0,,,,,75,51,1,4,non binary,62,3,,12,,,,9.79,
6/17/24 13:06,6/17/24 13:12,0,100,321,1,6/17/24 13:12,R_1fdgoY9azpVavbl,anonymous,EN,1,2,2,10,8,13,6,,,,,67,45,1,1,,21,3,,13,,,,8.13,
6/17/24 13:10,6/17/24 13:13,0,100,148,1,6/17/24 13:13,R_7Ok0CTlXyAX3Xy4,anonymous,EN,1,2,2,,,,,0,0,0,0,50,30,1,1,,58,4,,11,,,,0.46,
6/17/24 13:11,6/17/24 13:15,0,100,294,1,6/17/24 13:15,R_5eW8AjNdVmRFt0l,anonymous,EN,1,2,2,,,,,40,40,18,20,50,21,1,1,,63,3,,10,,,,17.69,
6/17/24 13:16,6/17/24 13:18,0,100,168,1,6/17/24 13:18,R_6Ledw0EE3rmNPYr,anonymous,EN,1,2,2,57,78,71,21,,,,,81,61,1,1,,69,4,,10,,,,19.41,
6/17/24 13:19,6/17/24 13:23,0,100,222,1,6/17/24 13:23,R_7EgBc5bZ3XQ6ouj,anonymous,EN,1,1,2,75,80,65,35,,,,,75,35,1,1,,56,2,,13,,,,18.4,
6/17/24 13:19,6/17/24 13:23,0,100,266,1,6/17/24 13:23,R_70TxpNLjQy1Geya,anonymous,EN,1,2,1,18,91,100,9,,,,,81,73,1,2,,61,4,,10,,,,10.98,
6/17/24 13:21,6/17/24 13:25,0,100,244,1,6/17/24 13:25,R_30kPE7Czt7Rh0UJ,anonymous,EN,1,2,2,,,,,10,2,5,0,88,80,1,2,,58,4,,12,,,,17.42,
6/17/24 13:23,6/17/24 13:26,0,100,141,1,6/17/24 13:26,R_6jCisL0o8Ru892o,anonymous,EN,1,2,2,,,,,30,30,30,25,82,70,1,1,,55,4,,11,,,,7.33,
6/17/24 13:22,6/17/24 13:26,0,100,227,1,6/17/24 13:26,R_67xrnqCnmDNJRRv,anonymous,EN,1,2,2,,,,,70,90,80,10,80,10,1,2,,56,5,,10,,,,17.76,
6/17/24 13:23,6/17/24 13:29,0,100,337,1,6/17/24 13:29,R_6Lh0kHQ4k4opTHj,anonymous,EN,1,2,2,72,65,70,30,,,,,71,80,1,2,,55,4,,11,,,,18.37,
6/17/24 13:29,6/17/24 13:33,0,100,186,1,6/17/24 13:33,R_7Nyv4N75sWVrH8r,anonymous,EN,1,2,2,0,4,0,0,,,,,59,29,1,1,,74,4,,12,,,,8.21,
6/17/24 13:22,6/17/24 13:34,0,100,758,1,6/17/24 13:34,R_1Fewlb11NdIDaVy,anonymous,EN,1,2,2,,,,,100,100,50,75,80,70,1,1,,61,4,,12,,,,,
6/17/24 13:33,6/17/24 13:35,0,100,152,1,6/17/24 13:35,R_5x4HLhEt5KX8DiF,anonymous,EN,1,2,2,66,59,55,0,,,,,55,44,1,1,,18,1,,12,,,,17.17,
6/17/24 13:34,6/17/24 13:36,0,100,156,1,6/17/24 13:36,R_5zClFW1D3xTYZVZ,anonymous,EN,1,2,2,,,,,0,4,0,0,42,3,1,1,,60,1,,13,,,,6.56,
6/17/24 13:32,6/17/24 13:36,0,100,257,1,6/17/24 13:36,R_5VxNqhPiOsPQyLn,anonymous,EN,1,2,2,,,,,40,35,25,0,25,29,1,2,,76,5,,12,,,,8.99,
6/17/24 13:34,6/17/24 13:37,0,100,138,1,6/17/24 13:37,R_7lzSbhuLHoTWdTH,anonymous,EN,1,2,2,10,10,0,0,,,,,60,60,1,1,,35,4,,10,,,,17.94,
6/17/24 13:33,6/17/24 13:37,0,100,211,1,6/17/24 13:37,R_1EGkMjmClPbilYC,anonymous,EN,1,2,1,,,,,0,0,0,0,70,85,1,1,,70,2,,11,,,,7.28,
6/17/24 13:31,6/17/24 13:39,0,100,479,1,6/17/24 13:39,R_32auasSLbtwYA3h,anonymous,EN,1,2,2,,,,,75,61,5,0,41,0,1,1,,58,2,,12,,,,17.8,
6/17/24 13:25,6/17/24 13:40,0,100,890,1,6/17/24 13:40,R_7fwO0WtGQGAoVpH,anonymous,EN,1,2,2,84,84,79,79,,,,,65,69,1,1,,71,4,,10,,,,,
6/17/24 13:21,6/17/24 13:40,0,100,1131,1,6/17/24 13:40,R_1wdevnXKqWlosdE,anonymous,EN,1,2,2,23,31,34,0,,,,,73,84,1,1,,41,4,,12,,,,17.21,
6/17/24 13:37,6/17/24 13:41,0,100,189,1,6/17/24 13:41,R_31ocw9VUJ8i2Z3c,anonymous,EN,1,2,2,20,20,20,0,,,,,71,29,1,1,,71,5,,10,,,,17.71,
6/17/24 12:28,6/17/24 13:44,0,100,4560,1,6/17/24 13:44,R_7FPt9LOviyJJvWo,anonymous,EN,1,2,2,93,86,100,35,,,,,62,55,1,2,,55,4,,10,,,,19.32,
6/17/24 13:42,6/17/24 13:45,0,100,150,1,6/17/24 13:45,R_7wh12TY5PMMi9JL,anonymous,EN,1,2,2,75,49,90,15,,,,,80,80,1,1,,58,1,,12,,,,17.5,
6/17/24 13:42,6/17/24 13:45,0,100,141,1,6/17/24 13:45,R_14UM69GBLX8zKvf,anonymous,EN,1,2,2,,,,,3,2,0,0,77,66,2,1,,59,1,,14,,,,,
6/17/24 13:41,6/17/24 13:46,0,100,318,1,6/17/24 13:46,R_3k0AgWOfueGFJ3B,anonymous,EN,1,2,2,,,,,25,40,10,0,40,30,1,1,,32,1,,14,,,,9.5,
6/17/24 13:46,6/17/24 13:47,0,100,108,1,6/17/24 13:47,R_5jFGzw4Thgm9ryh,anonymous,EN,1,2,2,70,46,100,16,,,,,84,63,1,1,,56,5,,11,,,,17.5,
6/17/24 13:45,6/17/24 13:49,0,100,251,1,6/17/24 13:49,R_1RfsxqR6px9onx2,anonymous,EN,1,2,2,0,0,0,0,,,,,75,10,1,1,,66,6,,9,,,,18.48,
6/17/24 13:46,6/17/24 13:50,0,100,227,1,6/17/24 13:50,R_7YKV8v6RZ0xOwp2,anonymous,EN,1,2,2,,,,,10,10,0,0,61,50,1,2,,56,4,,14,,,,10.29,
6/17/24 13:42,6/17/24 13:50,0,100,479,1,6/17/24 13:50,R_1wsdOqx2MRYmnQJ,anonymous,EN,1,2,2,,,,,89,85,87,79,75,80,2,1,,20,1,,14,,,,10.63,
6/17/24 13:48,6/17/24 13:50,0,100,129,1,6/17/24 13:50,R_7lVTJlmqUzfiZo4,anonymous,EN,1,2,2,,,,,60,60,45,40,70,60,1,1,,24,1,,13,,,,19.32,
6/17/24 13:47,6/17/24 13:50,0,100,212,1,6/17/24 13:50,R_1SAHtJXCckiYjmN,anonymous,EN,1,2,2,70,90,100,5,,,,,85,70,1,1,,55,4,,11,,,,17.47,
6/17/24 13:50,6/17/24 13:54,0,100,214,1,6/17/24 13:54,R_3rMnVchcUJpqd7S,anonymous,EN,1,2,2,79,55,3,0,,,,,78,30,1,1,,20,1,,14,,,,2.42,
6/17/24 13:50,6/17/24 13:54,0,100,268,1,6/17/24 13:54,R_6TmEIdpJBdh4cdH,anonymous,EN,1,2,2,,,,,60,60,45,15,80,30,1,1,,57,4,,10,,,,18.15,
6/17/24 13:52,6/17/24 13:55,0,100,203,1,6/17/24 13:55,R_7mXK1rRIaUd2C34,anonymous,EN,1,2,2,,,,,89,85,92,83,100,78,2,1,,35,1,,15,,,,17.17,
6/17/24 13:53,6/17/24 14:01,0,100,480,1,6/17/24 14:01,R_1TcoJSGuldex1gR,anonymous,EN,1,2,2,3,9,72,8,,,,,73,10,1,1,,70,4,,12,,,,9.38,
6/17/24 14:05,6/17/24 14:11,0,100,341,1,6/17/24 14:11,R_3TQYe9qeZQTtQ3U,anonymous,EN,1,2,1,36,39,32,32,,,,,25,13,1,2,,52,3,,14,,,,16.85,
6/17/24 14:16,6/17/24 14:21,0,100,302,1,6/17/24 14:21,R_6j7q5ECIDY48igu,anonymous,EN,1,2,2,,,,,0,1,13,0,91,0,1,1,,53,2,,11,,,,7.26,
6/17/24 14:18,6/17/24 14:22,0,100,235,1,6/17/24 14:22,R_7ZETXNjfiuhxsgU,anonymous,EN,1,2,2,,,,,85,85,60,20,92,100,1,4,non-binary,60,4,,14,,,,8.22,
6/17/24 14:26,6/17/24 14:32,0,100,378,1,6/17/24 14:32,R_6PNcIFtUM3ev5r5,anonymous,EN,1,2,1,25,20,10,0,,,,,90,95,1,1,,47,4,,13,,,,17.49,
6/17/24 14:33,6/17/24 14:36,0,100,192,1,6/17/24 14:36,R_7LRqqbT58baOqOB,anonymous,EN,1,2,2,,,,,10,10,0,0,20,2,1,2,,59,4,,12,,,,17.28,
6/17/24 14:36,6/17/24 14:40,0,100,241,1,6/17/24 14:40,R_1OUmWIyWhx3OtPx,anonymous,EN,1,2,2,70,92,0,0,,,,,70,6,1,2,,61,4,,12,,,,16.89,
6/17/24 14:40,6/17/24 14:43,0,100,221,1,6/17/24 14:43,R_1ah8cYEMOWEKwdJ,anonymous,EN,1,2,1,91,91,90,91,,,,,29,38,1,1,,67,5,,12,,,,19.32,
6/17/24 14:43,6/17/24 14:46,0,100,173,1,6/17/24 14:46,R_6qaZtdmIw8y6O0F,anonymous,EN,1,2,2,,,,,39,39,0,0,90,60,1,1,,47,4,,11,,,,19.32,
6/17/24 14:45,6/17/24 14:47,0,100,137,1,6/17/24 14:47,R_1yJ2Z251qPMfQeR,anonymous,EN,1,2,2,60,60,0,0,,,,,70,60,1,1,,59,4,,11,,,,17.64,
6/17/24 14:42,6/17/24 14:52,0,100,572,1,6/17/24 14:52,R_5NcpxSK1qjpi8MN,anonymous,EN,1,2,1,,,,,0,0,0,0,70,30,1,2,,56,7,,14,,,,8.02,
6/17/24 14:53,6/17/24 14:56,0,100,195,1,6/17/24 14:56,R_1dPKOiNRhDE8W2Y,anonymous,EN,1,2,2,,,,,0,15,99,0,80,10,1,2,,49,5,,9,,,,7.45,
6/17/24 14:56,6/17/24 15:00,0,100,249,1,6/17/24 15:00,R_3R1m3iPdfDeAs49,anonymous,EN,1,2,2,0,20,10,10,,,,,40,7,2,2,,61,5,,11,,,,16.84,
6/17/24 15:29,6/17/24 15:32,0,100,159,1,6/17/24 15:32,R_3OU1UXpTyArJ3ob,anonymous,EN,1,2,2,70,82,60,77,,,,,34,16,1,1,,45,5,,9,,,,17.87,
6/17/24 15:35,6/17/24 15:39,0,100,243,1,6/17/24 15:39,R_5F04UMhsXhrZUlP,anonymous,EN,1,2,2,,,,,60,60,9,0,64,0,1,2,,57,3,,12,,,,18.65,
6/17/24 15:43,6/17/24 15:45,0,100,128,1,6/17/24 15:45,R_6HgzcYCbO74LfLb,anonymous,EN,1,2,2,25,21,14,0,,,,,60,63,1,1,,54,4,,12,,,,16.89,
6/17/24 15:53,6/17/24 16:01,0,100,471,1,6/17/24 16:01,R_5hgXAd0gOuRnWYp,anonymous,EN,1,2,2,,,,,41,21,11,0,69,55,1,2,,61,4,,12,,,,17.17,
6/17/24 16:17,6/17/24 16:21,0,100,194,1,6/17/24 16:21,R_3jICmzgkmrREMBI,anonymous,EN,1,2,2,30,20,18,6,,,,,65,65,1,1,,55,4,,13,,,,18.59,
6/17/24 16:18,6/17/24 16:22,0,100,250,1,6/17/24 16:22,R_3R95GiHlNiEinQ1,anonymous,EN,1,2,2,,,,,92,92,83,9,81,50,1,1,,60,3,,14,,,,18.05,
6/17/24 16:20,6/17/24 16:25,0,100,334,1,6/17/24 16:25,R_6s4Zi3GihkoByQ4,anonymous,EN,1,2,2,,,,,84,93,79,90,99,94,1,1,,39,2,,13,,,,19.32,
6/17/24 16:51,6/17/24 16:55,0,100,229,1,6/17/24 16:55,R_6QnDaSYeXONFNn1,anonymous,EN,1,2,2,87,86,83,77,,,,,89,79,1,1,,67,4,,11,,,,19.32,
6/17/24 16:54,6/17/24 16:56,0,100,133,1,6/17/24 16:56,R_1TGmzpojm2yxgHB,anonymous,EN,1,2,2,,,,,50,19,0,0,63,9,1,2,,58,3,,11,,,,7.74,
6/17/24 16:55,6/17/24 16:58,0,100,168,1,6/17/24 16:58,R_790MBj2BlcQsxCV,anonymous,EN,1,2,2,55,3,0,0,,,,,59,29,1,2,,61,4,,10,,,,16.7,
6/17/24 17:02,6/17/24 17:06,0,100,219,1,6/17/24 17:06,R_771KlNbFYsowiWS,anonymous,EN,1,2,2,,,,,35,60,5,0,34,0,1,1,,58,5,,12,,,,18.3,
6/17/24 17:15,6/17/24 17:17,0,100,128,1,6/17/24 17:17,R_7rBFQ2dGVmfVatA,anonymous,EN,1,2,2,40,30,60,10,,,,,90,30,1,1,,49,4,,12,,,,17.01,
6/17/24 17:20,6/17/24 17:23,0,100,197,1,6/17/24 17:23,R_5f9ymzTBCSRnJyx,anonymous,EN,1,2,2,,,,,61,63,8,11,60,0,1,2,,67,3,,12,,,,18.04,
6/17/24 17:23,6/17/24 17:25,0,100,114,1,6/17/24 17:25,R_6DvClm8ECyp1cUU,anonymous,EN,1,2,2,,,,,32,35,29,10,85,69,1,1,,45,5,,12,,,,17.29,
6/17/24 17:26,6/17/24 17:30,0,100,245,1,6/17/24 17:30,R_3qQIlNhCM4MsChX,anonymous,EN,1,2,2,73,80,98,93,,,,,85,81,1,1,,61,4,,12,,,,19.3,
6/17/24 18:00,6/17/24 18:03,0,100,205,1,6/17/24 18:03,R_1OPbTv4dRQ4kI7z,anonymous,EN,1,2,1,65,65,45,33,,,,,70,28,1,1,,57,4,,11,,,,18.08,
6/17/24 18:05,6/17/24 18:09,0,100,264,1,6/17/24 18:09,R_5HNHdKfBAQFa5WN,anonymous,EN,1,2,2,,,,,30,20,70,0,30,10,1,2,,58,5,,12,,,,10.2,
